order_id,datetime,is_weekend,is_festive_season,app,city,city_tier,category,items_ordered,order_amount_rupees,discount_rupees,final_amount_rupees,delivery_fee_rupees,payment_mode,delivery_slot,delivery_time_minutes,dark_store_id,order_status,cancel_return_reason,customer_rating,age_group,gender,user_type,customer_lifetime_orders,days_since_last_order,promo_code_used,estimated_delivery_distance_km
QC2015000015218,02-06-2015 13:55,0,0,Dunzo Daily,Chennai,Tier 1,Baby Products,8,277.3,0,277.3,31,Cash on Delivery,30-45 min,,DS0378,Delivered,,,55+,Male,Returning User,34,1,No Promo,2
QC2015000015219,09-03-2015 13:39,0,0,Dunzo Daily,Bengaluru,Tier 1,Dairy & Eggs,2,126.14,12.61,113.53,14,Cash on Delivery,60+ min,66.8,DS0202,Cancelled,Found better deal,2.6,25-34,Male,Returning User,32,10,No Promo,1.3
QC2015000015220,31-07-2015 11:41,0,0,Dunzo Daily,Chennai,Tier 1,Groceries & Staples,3,228.01,0,228.01,27,Debit Card,30-45 min,34.1,DS0450,Delivered,,4,18-24,Male,New User,0,,No Promo,1.31
QC2015000015221,30-07-2015 16:31,0,0,Dunzo Daily,Hyderabad,Tier 1,Beauty & Skincare,3,261.64,65.41,196.23,23,Cash on Delivery,45-60 min,43.8,DS0222,Delivered,,3.2,45-54,Female,New User,0,,No Promo,1.15
QC2015000015222,18-01-2015 08:47,1,0,Dunzo Daily,Bengaluru,Tier 1,Dairy & Eggs,2,170.56,0,170.56,48,Cash on Delivery,45-60 min,51.7,DS0022,Delivered,,3.5,25-34,Female,Returning User,19,51,No Promo,1.36
QC2015000015223,11-01-2015 10:31,1,0,Dunzo Daily,Bengaluru,Tier 1,Fruits & Vegetables,7,159.29,0,159.29,33,Cash on Delivery,30-45 min,53,DS0124,Delivered,,,55+,Male,Premium User,56,5,No Promo,0.58
QC2015000015224,14-12-2015 17:38,0,0,Dunzo Daily,Ahmedabad,Tier 1,Groceries & Staples,5,158.58,31.72,126.86,33,Cash on Delivery,20-30 min,19.8,DS0094,Delivered,,4,25-34,Male,New User,0,,No Promo,1.36
QC2015000015225,10-07-2015 09:24,0,0,Dunzo Daily,Ahmedabad,Tier 1,Beauty & Skincare,3,177.25,44.31,132.94,37,Cash on Delivery,60+ min,67.4,DS0289,Delivered,,4.1,18-24,Male,Returning User,,12,No Promo,2.15
QC2015000015226,09-04-2015 15:40,0,0,Dunzo Daily,Kolkata,Tier 1,Household,5,160.77,8.04,152.73,34,Cash on Delivery,30-45 min,45.8,DS0215,Returned,Ordered by mistake,3.1,45-54,Male,Returning User,19,45,No Promo,0.48
QC2015000015227,28-07-2015 18:28,0,0,Dunzo Daily,Pune,Tier 1,Household,4,324.14,16.21,307.93,47,Cash on Delivery,20-30 min,,DS0141,Cancelled,Delay in delivery,3,25-34,Male,Premium User,123,7,No Promo,0.3
QC2015000015228,06-10-2015 12:08,0,0,Dunzo Daily,Mumbai,Tier 1,Electronics,3,192.9,0,192.9,35,Cash on Delivery,60+ min,71.8,DS0284,Delivered,,2.2,25-34,Female,Returning User,21,15,Referral,1.73
QC2015000015229,13-05-2015 14:45,0,0,Dunzo Daily,Mumbai,Tier 1,Household,1,452.5,0,452.5,49,Cash on Delivery,30-45 min,38,DS0251,Delivered,,4.4,35-44,Male,New User,0,,No Promo,1.48
QC2015000015230,12-03-2015 10:25,0,0,Dunzo Daily,Hyderabad,Tier 1,Dairy & Eggs,1,237.68,0,237.68,35,Cash on Delivery,45-60 min,69.3,DS0462,Delivered,,4.3,35-44,Male,New User,0,,,0.51
QC2015000015231,03-11-2015 15:27,0,0,Dunzo Daily,Chennai,Tier 1,Medicines,4,328.28,0,328.28,19,Cash on Delivery,30-45 min,,DS0031,Delivered,,4.2,55+,Male,Returning User,28,27,No Promo,1.99
QC2015000015232,25-08-2015 19:25,0,0,Dunzo Daily,Chennai,Tier 1,Household,1,292.36,0,292.36,45,Cash on Delivery,20-30 min,35.7,DS0466,Delivered,,3.1,45-54,Male,New User,0,,No Promo,1.11
QC2015000015233,11-10-2015 13:08,1,0,Dunzo Daily,Pune,Tier 1,Electronics,5,302.72,75.68,227.04,45,Debit Card,20-30 min,,DS0023,Delivered,,4.2,45-54,Female,Returning User,40,24,No Promo,0.3
QC2015000015234,01-06-2015 08:11,0,0,Dunzo Daily,Pune,Tier 1,Household,5,148.11,7.41,140.7,40,Cash on Delivery,20-30 min,25.2,DS0201,Delivered,,2.8,45-54,Female,Returning User,13,16,No Promo,0.52
QC2015000015235,19-12-2015 05:19,1,0,Dunzo Daily,Kolkata,Tier 1,Groceries & Staples,3,268.61,40.29,228.32,14,Cash on Delivery,20-30 min,28.5,DS0048,Cancelled,Wrong address,,25-34,Male,Premium User,34,14,No Promo,2.03
QC2015000015236,12-05-2015 06:28,0,0,Dunzo Daily,Pune,Tier 1,Fruits & Vegetables,3,141.89,0,141.89,17,Cash on Delivery,30-45 min,39.5,DS0378,Delivered,,3.7,45-54,Male,Returning User,21,17,No Promo,2
QC2015000015237,30-09-2015 12:05,0,0,Dunzo Daily,Hyderabad,Tier 1,Personal Care,6,142.31,7.12,135.19,31,Cash on Delivery,30-45 min,36.4,DS0198,Delivered,,3.9,25-34,Male,Returning User,31,22,No Promo,
QC2015000015238,26-03-2015 10:48,0,0,Dunzo Daily,Delhi,Tier 1,Household,5,319.14,31.91,287.23,46,Cash on Delivery,20-30 min,23.7,DS0202,Delivered,,4.5,18-24,Male,New User,0,,,1.18
QC2015000015239,09-03-2015 10:09,0,0,Dunzo Daily,Delhi,Tier 1,Beauty & Skincare,1,227.92,34.19,193.73,29,Cash on Delivery,45-60 min,60.7,DS0199,Delivered,,4.4,45-54,Male,New User,0,,No Promo,1.6
QC2015000015240,31-07-2015 19:36,0,0,Dunzo Daily,Hyderabad,Tier 1,Groceries & Staples,2,278.03,69.51,208.52,21,Cash on Delivery,20-30 min,28,DS0315,Delivered,,,35-44,Female,New User,0,,,0.65
QC2015000015241,12-11-2015 19:19,0,1,Dunzo Daily,Chennai,Tier 1,Medicines,1,380.6,0,380.6,50,Cash on Delivery,30-45 min,55.3,DS0462,Delivered,,3.3,35-44,Male,New User,0,,No Promo,0.89
QC2015000015242,02-07-2015 13:07,0,0,Dunzo Daily,Pune,Tier 1,Fruits & Vegetables,2,718.72,107.81,610.91,0,Cash on Delivery,30-45 min,28.5,DS0451,Cancelled,Delay in delivery,4.7,25-34,Other,New User,0,,First Order Discount,1.71
QC2015000015243,03-04-2015 12:55,0,0,Dunzo Daily,Bengaluru,Tier 1,Snacks & Beverages,4,234.37,0,234.37,35,Cash on Delivery,10-20 min,8.8,DS0026,Delivered,,4.3,35-44,Female,New User,0,,No Promo,0.65
QC2015000015244,25-02-2015 10:50,0,0,Dunzo Daily,Pune,Tier 1,Electronics,4,126,0,126,48,Cash on Delivery,60+ min,57.1,DS0282,Delivered,,3.6,25-34,Female,New User,0,,,2.22
QC2015000015245,02-12-2015 04:49,0,0,Dunzo Daily,Hyderabad,Tier 1,Personal Care,6,135.7,0,135.7,32,Cash on Delivery,30-45 min,25.8,DS0122,Delivered,,4.3,18-24,Male,Returning User,24,36,No Promo,1.24
QC2015000015246,17-08-2015 07:19,0,0,Dunzo Daily,Hyderabad,Tier 1,Baby Products,3,220.37,22.04,198.33,49,Cash on Delivery,10-20 min,19.3,DS0245,Delivered,,5,18-24,Male,Returning User,5,26,No Promo,0.9
QC2015000015247,03-12-2015 17:47,0,0,Dunzo Daily,Kolkata,Tier 1,Dairy & Eggs,3,299.4,59.88,239.52,45,Cash on Delivery,20-30 min,28.9,DS0389,Delivered,,3.8,18-24,Female,Returning User,4,8,No Promo,1.79
QC2015000015248,29-11-2015 11:24,1,0,Dunzo Daily,Kolkata,Tier 1,Fruits & Vegetables,2,151.49,0,151.49,40,Wallet,20-30 min,24,DS0099,Delivered,,5,25-34,Male,Premium User,76,11,No Promo,1.21
QC2015000015249,01-03-2015 15:36,1,0,Dunzo Daily,Chennai,Tier 1,Groceries & Staples,2,195.44,29.32,166.12,36,Cash on Delivery,20-30 min,25.4,DS0091,Cancelled,Ordered by mistake,2.8,25-34,Other,New User,0,,No Promo,0.95
QC2015000015250,29-01-2015 21:02,0,0,Dunzo Daily,Pune,Tier 1,Electronics,3,109.65,32.9,76.75,31,Debit Card,45-60 min,42.2,DS0410,Delivered,,3.7,18-24,Female,New User,0,,No Promo,0.3
QC2015000015251,22-11-2015 11:41,1,0,Dunzo Daily,Pune,Tier 1,Baby Products,3,190.34,38.07,152.27,41,Cash on Delivery,60+ min,60.4,DS0133,Delivered,,5,35-44,Male,Returning User,28,,No Promo,1.95
QC2015000015252,18-11-2015 14:16,0,0,Dunzo Daily,Hyderabad,Tier 1,Beauty & Skincare,1,228.83,0,228.83,37,Cash on Delivery,Under 10 min,10.7,DS0146,Delivered,,3.7,18-24,Male,Premium User,55,12,Referral,0.3
QC2015000015253,01-05-2015 17:45,0,0,Dunzo Daily,Hyderabad,Tier 1,Beauty & Skincare,5,692.99,0,692.99,0,Cash on Delivery,45-60 min,47.5,DS0361,Cancelled,Item out of stock,1.5,35-44,Female,Returning User,30,43,No Promo,0.43
QC2015000015254,20-02-2015 12:15,0,0,Dunzo Daily,Bengaluru,Tier 1,Electronics,5,264.31,66.08,198.23,30,Cash on Delivery,30-45 min,41.9,DS0012,Delivered,,4.5,18-24,Male,New User,0,,No Promo,2.12
QC2015000015255,11-03-2015 13:47,0,0,Dunzo Daily,Hyderabad,Tier 1,Beauty & Skincare,3,152.81,0,152.81,10,Cash on Delivery,45-60 min,,DS0149,Delivered,,5,25-34,Female,Returning User,5,59,No Promo,1.55
QC2015000015256,14-11-2015 21:08,1,0,Dunzo Daily,Bengaluru,Tier 1,Household,6,299.61,14.98,284.63,33,Cash on Delivery,60+ min,65.4,DS0234,Delivered,,,18-24,Male,New User,0,,Referral,2.13
QC2015000015257,21-09-2015 15:33,0,0,Dunzo Daily,Ahmedabad,Tier 1,Dairy & Eggs,2,456.81,0,456.81,33,Cash on Delivery,10-20 min,14.2,DS0214,Delivered,,4,18-24,Female,Returning User,34,13,No Promo,0.62
QC2015000015258,23-04-2015 13:11,0,0,Dunzo Daily,Mumbai,Tier 1,Groceries & Staples,4,322.07,96.62,225.45,31,Cash on Delivery,45-60 min,35.3,DS0366,Cancelled,Changed my mind,3.2,25-34,Female,New User,0,,No Promo,1.19
QC2015000015259,06-10-2015 11:31,0,0,Dunzo Daily,Pune,Tier 1,Electronics,3,177.62,0,177.62,30,Cash on Delivery,30-45 min,41.2,DS0242,Delivered,,4.3,25-34,Female,New User,0,,No Promo,0.3
QC2015000015260,09-01-2015 19:59,0,0,Dunzo Daily,Hyderabad,Tier 1,Beauty & Skincare,3,210.6,10.53,200.07,24,Cash on Delivery,Under 10 min,8.2,DS0319,Delivered,,3.5,18-24,Male,Returning User,11,44,No Promo,
QC2015000015261,30-11-2015 15:58,0,0,Dunzo Daily,Hyderabad,Tier 1,Beauty & Skincare,7,254.33,12.72,241.61,32,Cash on Delivery,20-30 min,29.4,DS0482,Delivered,,4.7,45-54,Male,Returning User,20,52,No Promo,1.02
QC2015000015262,11-08-2015 16:23,0,0,Dunzo Daily,Ahmedabad,Tier 1,Electronics,3,212.31,42.46,169.85,19,Cash on Delivery,20-30 min,34.6,DS0271,Cancelled,Changed my mind,,25-34,Female,Returning User,37,21,No Promo,1.06
QC2015000015263,29-10-2015 19:28,0,0,Dunzo Daily,Ahmedabad,Tier 1,Personal Care,3,303.76,30.38,273.38,21,Cash on Delivery,30-45 min,38.9,DS0337,Delivered,,3.9,18-24,Male,New User,0,,No Promo,
QC2015000015264,27-06-2015 10:40,1,0,Dunzo Daily,Pune,Tier 1,Dairy & Eggs,7,331.07,49.66,281.41,25,Cash on Delivery,30-45 min,28.8,DS0096,Delivered,,3.9,18-24,Male,New User,0,,Referral,1.12
QC2015000015265,19-02-2015 20:27,0,0,Dunzo Daily,Ahmedabad,Tier 1,Medicines,3,240.97,48.19,192.78,25,Debit Card,60+ min,70.1,DS0053,Delivered,,3.7,35-44,Male,New User,0,,No Promo,2.2
QC2015000015266,02-01-2015 13:07,0,0,Dunzo Daily,Mumbai,Tier 1,Medicines,3,343.98,0,343.98,15,Cash on Delivery,30-45 min,40.7,DS0195,Delivered,,4.6,55+,Male,Returning User,12,51,No Promo,0.48
QC2015000015267,15-09-2015 23:14,0,0,Dunzo Daily,Bengaluru,Tier 1,Baby Products,1,207.05,0,207.05,39,Wallet,30-45 min,41.3,DS0230,Delivered,,4.6,35-44,Male,New User,0,,No Promo,0.94
QC2015000015268,02-03-2015 17:11,0,0,Dunzo Daily,Bengaluru,Tier 1,Personal Care,3,401.23,20.06,381.17,11,Wallet,45-60 min,62.6,DS0236,Delivered,,4.2,25-34,Female,New User,0,,No Promo,1.38
QC2015000015269,08-01-2015 10:40,0,0,Dunzo Daily,Pune,Tier 1,Dairy & Eggs,2,292.07,0,292.07,14,Cash on Delivery,20-30 min,,DS0200,Delivered,,3.6,55+,Male,New User,0,,,0.39
QC2015000015270,25-06-2015 20:20,0,0,Dunzo Daily,Kolkata,Tier 1,Household,4,243.93,0,243.93,42,Cash on Delivery,30-45 min,43.9,DS0019,Delivered,,4.3,35-44,Female,Returning User,28,59,No Promo,
QC2015000015271,30-06-2015 07:14,0,0,Dunzo Daily,Bengaluru,Tier 1,Baby Products,2,262.75,26.28,236.47,43,Wallet,20-30 min,32.2,DS0006,Returned,Found better deal,2.8,35-44,Female,New User,0,,No Promo,0.69
QC2015000015272,01-03-2015 11:20,1,0,Dunzo Daily,Chennai,Tier 1,Fruits & Vegetables,3,130.61,0,130.61,39,Cash on Delivery,60+ min,78.5,DS0247,Delivered,,5,25-34,Male,Returning User,21,14,,
QC2015000015273,18-03-2015 12:56,0,0,Dunzo Daily,Chennai,Tier 1,Dairy & Eggs,1,173.4,26.01,147.39,42,Cash on Delivery,60+ min,,DS0248,Delivered,,4.9,18-24,Male,New User,0,,No Promo,2.16
QC2015000015274,01-11-2015 15:32,1,0,Dunzo Daily,Pune,Tier 1,Electronics,5,173.31,51.99,121.32,40,Cash on Delivery,30-45 min,35.3,DS0026,Delivered,,2.6,25-34,Male,New User,0,,No Promo,2.34
QC2015000015275,30-08-2015 14:21,1,0,Dunzo Daily,Kolkata,Tier 1,Groceries & Staples,4,365.81,18.29,347.52,44,Debit Card,20-30 min,31.6,DS0101,Delivered,,3.8,25-34,Male,New User,0,,No Promo,0.56
QC2015000015276,17-08-2015 09:58,0,0,Dunzo Daily,Pune,Tier 1,Household,3,133.96,26.79,107.17,41,Cash on Delivery,60+ min,81.1,DS0124,Delivered,,3.7,25-34,Male,New User,0,,No Promo,1.54
QC2015000015277,15-04-2015 19:21,0,0,Dunzo Daily,Bengaluru,Tier 1,Snacks & Beverages,6,247.54,0,247.54,13,Cash on Delivery,30-45 min,31.7,DS0288,Delivered,,4.2,25-34,Female,New User,0,,First Order Discount,1.11
QC2015000015278,17-01-2015 12:09,1,0,Dunzo Daily,Ahmedabad,Tier 1,Electronics,5,149.97,0,149.97,12,Cash on Delivery,20-30 min,26.9,DS0415,Delivered,,4.9,25-34,Female,Returning User,15,38,No Promo,0.63
QC2015000015279,29-09-2015 21:00,0,0,Dunzo Daily,Pune,Tier 1,Groceries & Staples,7,308.06,0,308.06,10,Credit Card,60+ min,93.5,DS0228,Delivered,,4.3,25-34,Male,New User,0,,No Promo,0.88
QC2015000015280,23-07-2015 13:34,0,0,Dunzo Daily,Delhi,Tier 1,Personal Care,4,190.7,0,190.7,22,Cash on Delivery,30-45 min,43.3,DS0254,Delivered,,2.9,18-24,Male,Premium User,32,6,No Promo,1.26
QC2015000015281,16-10-2015 12:33,0,0,Dunzo Daily,Hyderabad,Tier 1,Electronics,1,236.79,59.2,177.59,31,Credit Card,10-20 min,14.4,DS0096,Delivered,,4.2,18-24,Female,New User,0,,No Promo,1.2
QC2015000015282,02-01-2015 18:05,0,0,Dunzo Daily,Mumbai,Tier 1,Groceries & Staples,4,425.15,63.77,361.38,16,Cash on Delivery,45-60 min,68.1,DS0365,Cancelled,Found better deal,,25-34,Male,Returning User,15,37,Referral,1.2
QC2015000015283,22-12-2015 21:23,0,0,Dunzo Daily,Bengaluru,Tier 1,Fruits & Vegetables,4,225.17,56.29,168.88,34,Cash on Delivery,30-45 min,30.4,DS0350,Delivered,,3.1,35-44,Male,Returning User,28,46,No Promo,0.86
QC2015000015284,01-04-2015 13:16,0,0,Dunzo Daily,Pune,Tier 1,Fruits & Vegetables,5,238.01,11.9,226.11,41,Cash on Delivery,20-30 min,21,DS0371,Delivered,,,45-54,Female,New User,0,,No Promo,0.7
QC2015000015285,22-07-2015 16:02,0,0,Dunzo Daily,Chennai,Tier 1,Medicines,2,591.72,59.17,532.55,0,Cash on Delivery,60+ min,74.7,DS0333,Delivered,,5,45-54,Female,Returning User,10,48,No Promo,1.86
QC2015000015286,02-02-2015 15:25,0,0,Dunzo Daily,Mumbai,Tier 1,Personal Care,3,326.38,0,326.38,30,Cash on Delivery,30-45 min,39.3,DS0067,Delivered,,4,25-34,Male,New User,0,,No Promo,0.86
QC2015000015287,07-03-2015 18:08,1,0,Dunzo Daily,Hyderabad,Tier 1,Dairy & Eggs,5,342.46,68.49,273.97,10,Cash on Delivery,30-45 min,34.2,DS0427,Delivered,,3.9,25-34,Female,New User,0,,No Promo,1.45
QC2015000015288,07-04-2015 13:49,0,0,Dunzo Daily,Bengaluru,Tier 1,Household,1,197.06,0,197.06,48,Cash on Delivery,10-20 min,20,DS0142,Returned,Found better deal,2.9,25-34,Female,New User,0,,No Promo,0.9
QC2015000015289,01-05-2015 17:01,0,0,Dunzo Daily,Kolkata,Tier 1,Personal Care,3,235.83,0,235.83,17,Cash on Delivery,20-30 min,26.6,DS0063,Returned,Wrong address,2.9,18-24,Male,Returning User,14,57,No Promo,1.28
QC2015000015290,10-10-2015 07:05,1,0,Dunzo Daily,Delhi,Tier 1,Household,4,226.25,67.88,158.37,18,Cash on Delivery,45-60 min,43.7,DS0409,Cancelled,Delay in delivery,3.4,25-34,Female,Returning User,40,30,No Promo,1.22
QC2015000015291,21-06-2015 09:25,1,0,Dunzo Daily,Mumbai,Tier 1,Household,6,141.24,7.06,134.18,33,Cash on Delivery,30-45 min,34.5,DS0391,Delivered,,5,45-54,Male,New User,0,,No Promo,0.57
QC2015000015292,08-09-2015 10:33,0,0,Dunzo Daily,Hyderabad,Tier 1,Baby Products,3,221.18,33.18,188,13,Cash on Delivery,10-20 min,10.8,DS0365,Delivered,,4.1,25-34,Male,Returning User,8,48,No Promo,
QC2015000015293,04-08-2015 08:16,0,0,Dunzo Daily,Mumbai,Tier 1,Beauty & Skincare,3,265.73,0,265.73,14,Cash on Delivery,30-45 min,33,DS0064,Delivered,,4.3,25-34,Male,Returning User,29,32,No Promo,1.25
QC2015000015294,11-03-2015 10:26,0,0,Dunzo Daily,Hyderabad,Tier 1,Household,6,144.21,0,144.21,39,Cash on Delivery,60+ min,92.9,DS0207,Delivered,,,55+,Female,Returning User,29,18,No Promo,0.3
QC2015000015295,09-07-2015 11:07,0,0,Dunzo Daily,Bengaluru,Tier 1,Household,4,302.74,60.55,242.19,15,Cash on Delivery,30-45 min,30.6,DS0273,Delivered,,5,25-34,Male,New User,0,,No Promo,1.28
QC2015000015296,10-08-2015 13:44,0,0,Dunzo Daily,Delhi,Tier 1,Baby Products,4,586.17,146.54,439.63,39,Wallet,60+ min,,DS0104,Delivered,,4.7,35-44,Female,Premium User,120,4,No Promo,1.24
QC2015000015297,24-03-2015 11:49,0,0,Dunzo Daily,Kolkata,Tier 1,Household,4,204.52,0,204.52,15,Debit Card,30-45 min,49.8,DS0043,Delivered,,4.1,35-44,Male,New User,0,,No Promo,0.76
QC2015000015298,22-07-2015 13:06,0,0,Dunzo Daily,Hyderabad,Tier 1,Personal Care,7,253.11,0,253.11,30,Wallet,20-30 min,29.1,DS0495,Cancelled,Delay in delivery,,25-34,Female,Premium User,162,9,No Promo,1.76
QC2015000015299,13-06-2015 15:43,1,0,Dunzo Daily,Kolkata,Tier 1,Medicines,3,153.32,46,107.32,50,Cash on Delivery,20-30 min,24.4,DS0463,Returned,Wrong address,3.3,25-34,Female,Premium User,85,6,No Promo,0.62
QC2015000015300,27-08-2015 08:49,0,0,Dunzo Daily,Ahmedabad,Tier 1,Dairy & Eggs,4,220.43,0,220.43,44,Cash on Delivery,30-45 min,43.8,DS0470,Cancelled,Ordered by mistake,2.2,25-34,Male,New User,0,,No Promo,0.71
QC2015000015301,22-06-2015 20:22,0,0,Dunzo Daily,Hyderabad,Tier 1,Medicines,2,368.06,18.4,349.66,13,Cash on Delivery,30-45 min,33.3,DS0389,Delivered,,3.1,35-44,Male,New User,0,,No Promo,0.49
QC2015000015302,08-08-2015 04:34,1,0,Dunzo Daily,Chennai,Tier 1,Electronics,4,195.11,9.76,185.35,22,Cash on Delivery,20-30 min,38.4,DS0196,Delivered,,4.1,25-34,Male,Returning User,33,21,No Promo,1.16
QC2015000015303,24-01-2015 18:20,1,0,Dunzo Daily,Bengaluru,Tier 1,Dairy & Eggs,2,475.37,95.07,380.3,11,Cash on Delivery,45-60 min,60.7,DS0222,Delivered,,4.1,55+,Other,Returning User,19,32,First Order Discount,1.02
QC2015000015304,18-09-2015 10:45,0,0,Dunzo Daily,Chennai,Tier 1,Dairy & Eggs,5,158.58,47.57,111.01,27,Cash on Delivery,20-30 min,31.2,DS0450,Delivered,,3.4,25-34,Male,New User,0,,Referral,0.92
QC2015000015305,01-12-2015 22:11,0,0,Dunzo Daily,Delhi,Tier 1,Baby Products,4,294.45,44.17,250.28,14,Cash on Delivery,45-60 min,62.3,DS0241,Delivered,,4.6,55+,Male,New User,0,,No Promo,1.19
QC2015000015306,11-09-2015 13:19,0,0,Dunzo Daily,Mumbai,Tier 1,Medicines,3,479.99,0,479.99,16,Cash on Delivery,20-30 min,26.5,DS0259,Delivered,,4.6,35-44,Female,Returning User,29,15,No Promo,1.45
QC2015000015307,21-07-2015 21:29,0,0,Dunzo Daily,Delhi,Tier 1,Dairy & Eggs,1,155.37,0,155.37,19,Cash on Delivery,30-45 min,42.6,DS0307,Cancelled,Changed my mind,,25-34,Male,New User,0,,,1.12
QC2015000015308,21-03-2015 19:12,1,0,Dunzo Daily,Bengaluru,Tier 1,Beauty & Skincare,5,266.71,0,266.71,27,Cash on Delivery,20-30 min,23.6,DS0232,Delivered,,4.8,18-24,Female,Returning User,6,33,No Promo,1.21
QC2015000015309,24-02-2015 19:15,0,0,Dunzo Daily,Bengaluru,Tier 1,Household,1,196.8,9.84,186.96,41,Cash on Delivery,30-45 min,48,DS0294,Delivered,,3.7,25-34,Male,New User,0,,No Promo,0.88
QC2015000015310,15-08-2015 14:01,1,0,Dunzo Daily,Ahmedabad,Tier 1,Beauty & Skincare,1,316.55,0,316.55,13,Debit Card,20-30 min,29.6,DS0189,Delivered,,3,18-24,Female,Returning User,20,59,No Promo,1.71
QC2015000015311,17-06-2015 12:54,0,0,Dunzo Daily,Chennai,Tier 1,Fruits & Vegetables,3,320.03,0,320.03,36,Cash on Delivery,20-30 min,28,DS0184,Delivered,,5,18-24,Female,New User,0,,No Promo,0.3
QC2015000015312,06-05-2015 09:37,0,0,Dunzo Daily,Ahmedabad,Tier 1,Household,6,215.43,0,215.43,35,Cash on Delivery,20-30 min,36,DS0176,Delivered,,3.9,25-34,Male,New User,0,,No Promo,0.72
QC2015000015313,03-02-2015 19:02,0,0,Dunzo Daily,Bengaluru,Tier 1,Dairy & Eggs,6,366.63,54.99,311.64,29,Cash on Delivery,30-45 min,40.7,DS0366,Delivered,,3.8,25-34,Male,Returning User,31,8,No Promo,0.3
QC2015000015314,17-06-2015 11:23,0,0,Dunzo Daily,Kolkata,Tier 1,Medicines,5,150.62,22.59,128.03,15,Cash on Delivery,45-60 min,68.2,DS0108,Delivered,,4.2,35-44,Male,Returning User,22,34,No Promo,0.3
QC2015000015315,28-12-2015 08:12,0,0,Dunzo Daily,Bengaluru,Tier 1,Baby Products,4,206.81,0,206.81,39,Cash on Delivery,10-20 min,14.7,DS0311,Delivered,,2.7,25-34,Male,New User,0,,First Order Discount,0.75
QC2015000015316,10-11-2015 14:13,0,0,Dunzo Daily,Ahmedabad,Tier 1,Baby Products,1,341.69,0,341.69,22,Cash on Delivery,60+ min,86.3,DS0374,Delivered,,,35-44,Male,New User,0,,No Promo,1.13
QC2015000015317,01-01-2015 21:13,0,0,Dunzo Daily,Chennai,Tier 1,Beauty & Skincare,6,206.53,20.65,185.88,24,Cash on Delivery,30-45 min,28.7,DS0139,Delivered,,3.9,45-54,Female,New User,0,,No Promo,1.21
QC2015000015318,05-11-2015 11:01,0,0,Dunzo Daily,Chennai,Tier 1,Medicines,6,286.66,0,286.66,34,Cash on Delivery,30-45 min,39.7,DS0273,Delivered,,3.9,55+,Female,New User,0,,Referral,1.46
QC2015000015319,15-01-2015 17:58,0,0,Dunzo Daily,Ahmedabad,Tier 1,Personal Care,3,190.49,47.62,142.87,24,Credit Card,30-45 min,39,DS0021,Delivered,,3.6,18-24,Male,Returning User,16,21,No Promo,1.18
QC2015000015320,03-09-2015 17:40,0,0,Dunzo Daily,Delhi,Tier 1,Dairy & Eggs,5,133.57,33.39,100.18,44,Cash on Delivery,30-45 min,37.7,DS0481,Delivered,,2.8,45-54,Male,Returning User,32,58,No Promo,
QC2015000015321,22-04-2015 11:10,0,0,Dunzo Daily,Pune,Tier 1,Beauty & Skincare,2,271.3,13.57,257.73,33,Cash on Delivery,20-30 min,27.4,DS0241,Delivered,,4.8,18-24,Male,Returning User,37,35,No Promo,1.43
QC2015000015322,18-06-2015 13:02,0,0,Dunzo Daily,Hyderabad,Tier 1,Beauty & Skincare,5,251.13,0,251.13,16,Cash on Delivery,20-30 min,24.9,DS0207,Delivered,,2.2,25-34,Male,Returning User,22,11,No Promo,1.3
QC2015000015323,25-08-2015 19:11,0,0,Dunzo Daily,Ahmedabad,Tier 1,Baby Products,2,508.99,101.8,407.19,10,Cash on Delivery,30-45 min,,DS0267,Delivered,,4,25-34,Male,New User,0,,No Promo,0.54
QC2015000015324,26-02-2015 11:41,0,0,Dunzo Daily,Bengaluru,Tier 1,Groceries & Staples,3,286.58,0,286.58,40,Debit Card,45-60 min,53.7,DS0388,Delivered,,4.9,18-24,Female,Returning User,29,34,No Promo,0.3
QC2015000015325,20-12-2015 14:03,1,0,Dunzo Daily,Mumbai,Tier 1,Medicines,5,149.72,0,149.72,43,Cash on Delivery,20-30 min,21,DS0137,Delivered,,4.8,25-34,Male,Returning User,20,29,,1.39
QC2015000015326,18-01-2015 13:07,1,0,Dunzo Daily,Bengaluru,Tier 1,Household,7,233.76,0,233.76,14,Cash on Delivery,30-45 min,37.1,DS0083,Delivered,,5,35-44,Male,New User,0,,No Promo,1.36
QC2015000015327,19-01-2015 10:19,0,0,Dunzo Daily,Bengaluru,Tier 1,Beauty & Skincare,1,317.98,0,317.98,27,Cash on Delivery,30-45 min,38.1,DS0171,Delivered,,4.5,45-54,Male,New User,0,,No Promo,1.85
QC2015000015328,23-05-2015 12:35,1,0,Dunzo Daily,Ahmedabad,Tier 1,Beauty & Skincare,2,181.16,54.35,126.81,15,Wallet,20-30 min,25.3,DS0064,Delivered,,3.2,35-44,Male,New User,0,,No Promo,0.37
QC2015000015329,25-09-2015 21:55,0,0,Dunzo Daily,Hyderabad,Tier 1,Household,2,264.42,0,264.42,17,Debit Card,45-60 min,37.4,DS0165,Delivered,,4.1,35-44,Female,New User,0,,No Promo,0.85
